0	-0	-0	0	-0	0	0	-0	-0	0	-0	0	
0	-0	-4.20885e-010	8.41771e-010	-4.20885e-010	0	0	-0	4.20885e-010	-8.41771e-010	4.20885e-010	0	
0	-0	-6.71799e-009	1.3436e-008	-6.71799e-009	0	0	-0	6.71799e-009	-1.3436e-008	6.71799e-009	0	
0	-0	-3.39281e-008	6.78561e-008	-3.39281e-008	0	0	-0	3.39281e-008	-6.78561e-008	3.39281e-008	0	
0	-0	-1.06971e-007	2.13943e-007	-1.06971e-007	0	0	-0	1.06971e-007	-2.13943e-007	1.06971e-007	0	
0	-0	-2.60532e-007	5.21064e-007	-2.60532e-007	0	0	-0	2.60532e-007	-5.21064e-007	2.60532e-007	0	
0	-0	-5.38938e-007	1.07788e-006	-5.38938e-007	0	0	-0	5.38938e-007	-1.07788e-006	5.38938e-007	0	
0	-0	-9.96042e-007	1.99208e-006	-9.96042e-007	0	0	-0	9.96042e-007	-1.99208e-006	9.96042e-007	0	
0	-0	-1.6951e-006	3.39021e-006	-1.6951e-006	0	0	-0	1.6951e-006	-3.39021e-006	1.6951e-006	0	
0	-0	-2.70867e-006	5.41734e-006	-2.70867e-006	0	0	-0	2.70867e-006	-5.41734e-006	2.70867e-006	0	
0	-0	-4.11847e-006	8.23693e-006	-4.11847e-006	0	0	-0	4.11847e-006	-8.23693e-006	4.11847e-006	0	
0	-0	-6.01527e-006	1.20305e-005	-6.01527e-006	0	0	-0	6.01527e-006	-1.20305e-005	6.01527e-006	0	
0	-0	-8.49879e-006	1.69976e-005	-8.49879e-006	0	0	-0	8.49879e-006	-1.69976e-005	8.49879e-006	0	
0	-0	-1.16776e-005	2.33551e-005	-1.16776e-005	0	0	-0	1.16776e-005	-2.33551e-005	1.16776e-005	0	
0	-0	-1.56689e-005	3.13377e-005	-1.56689e-005	0	0	-0	1.56689e-005	-3.13377e-005	1.56689e-005	0	
0	-0	-2.05985e-005	4.1197e-005	-2.05985e-005	0	0	-0	2.05985e-005	-4.1197e-005	2.05985e-005	0	
0	-0	-2.66008e-005	5.32017e-005	-2.66008e-005	0	0	-0	2.66008e-005	-5.32017e-005	2.66008e-005	0	
0	-0	-3.38185e-005	6.76371e-005	-3.38185e-005	0	0	-0	3.38185e-005	-6.76371e-005	3.38185e-005	0	
0	-0	-4.24026e-005	8.48051e-005	-4.24026e-005	0	0	-0	4.24026e-005	-8.48051e-005	4.24026e-005	0	
0	-0	-5.2512e-005	0.000105024	-5.2512e-005	0	0	-0	5.2512e-005	-0.000105024	5.2512e-005	0	
0	-0	-6.43141e-005	0.000128628	-6.43141e-005	0	0	-0	6.43141e-005	-0.000128628	6.43141e-005	0	
0	-0	-7.79837e-005	0.000155967	-7.79837e-005	0	0	-0	7.79837e-005	-0.000155967	7.79837e-005	0	
0	-0	-9.37039e-005	0.000187408	-9.37039e-005	0	0	-0	9.37039e-005	-0.000187408	9.37039e-005	0	
0	-0	-0.000111665	0.00022333	-0.000111665	0	0	-0	0.000111665	-0.00022333	0.000111665	0	
