-9.91166	-57.7915	317.074	-5.61175	-0.178017	-1.16842
-9.99338	-58.4387	316.539	-5.63552	-0.184752	-1.16651
-10.0025	-57.8603	316.01	-5.64442	-0.175155	-1.17532
-9.35894	-57.1218	314.241	-5.61603	-0.137592	-1.11871
-9.08731	-57.8629	314.027	-5.60994	-0.138954	-1.10894
-9.18581	-57.8492	312.826	-5.6005	-0.138378	-1.08676
-9.23634	-58.042	314.298	-5.57179	-0.191248	-1.10885
-10.167	-58.7378	313.818	-5.5553	-0.208686	-1.10683
-9.02606	-57.175	315.039	-5.53123	-0.240415	-1.10338
-10.0003	-57.5653	314.612	-5.56412	-0.269304	-1.10613
-9.99645	-57.5856	314.984	-5.55433	-0.282838	-1.13165
-9.6396	-57.0928	314.352	-5.57753	-0.273821	-1.14865
-9.7248	-57.4822	314.194	-5.57044	-0.278257	-1.12278
-10.4234	-58.384	315.234	-5.6035	-0.299815	-1.16117
-10.6863	-59.3393	315.601	-5.59203	-0.297728	-1.19727
-11.2579	-59.5645	315.006	-5.5882	-0.282403	-1.16539
-9.89178	-59.107	315.38	-5.61204	-0.293352	-1.15527
-9.4544	-58.6588	314.14	-5.62037	-0.277351	-1.13991
-9.54075	-58.2597	314.547	-5.60218	-0.297224	-1.16395
-9.73699	-57.9728	315.498	-5.59205	-0.308487	-1.18711
-10.8759	-59.7615	313.448	-5.55053	-0.355878	-1.22998
-11.4485	-61.2048	313.826	-5.52496	-0.357472	-1.25287
-11.5158	-61.1254	314.16	-5.50076	-0.316564	-1.25664
-11.5052	-61.1619	315.57	-5.5307	-0.317895	-1.26827
-12.4266	-61.4182	315.702	-5.51272	-0.302138	-1.29837
-12.1185	-61.0655	315.175	-5.5109	-0.337794	-1.27839
-11.9006	-60.6698	315.139	-5.50787	-0.335165	-1.32094
-12.1486	-62.6256	315.161	-5.5016	-0.332381	-1.32305
-11.5672	-62.0341	314.778	-5.4939	-0.331873	-1.29053
-10.8955	-61.8235	313.158	-5.50522	-0.40465	-1.28878
-10.971	-62.5818	311.682	-5.49093	-0.378023	-1.26756
-10.9921	-62.429	311.966	-5.50291	-0.36446	-1.29358
-11.3956	-62.4981	312.921	-5.5553	-0.385896	-1.29032
-11.0453	-60.6693	315.283	-5.56755	-0.435093	-1.26273
-11.5447	-60.5673	314.159	-5.59599	-0.441444	-1.22657
-11.871	-60.612	314.283	-5.59128	-0.444085	-1.209
-11.1649	-59.9252	314.343	-5.59326	-0.452077	-1.19962
-10.4391	-58.9649	314.506	-5.56883	-0.467241	-1.19649
-9.0466	-57.5208	314.424	-5.54033	-0.4086	-1.16669
-7.67307	-56.6246	314.865	-5.51957	-0.439965	-1.13276
-8.86472	-56.2788	313.885	-5.54192	-0.416547	-1.11149
-8.32787	-56.1804	316.115	-5.53279	-0.382704	-1.12889
-8.03677	-57.38	314.633	-5.53298	-0.360102	-1.11977
-9.16288	-57.6714	314.012	-5.5321	-0.360844	-1.16619
-8.62769	-57.7232	313.754	-5.52212	-0.355719	-1.1925
-8.22109	-56.2686	314.13	-5.56133	-0.347141	-1.16412
-8.21864	-55.9202	313.911	-5.57352	-0.315517	-1.14103
-8.81743	-56.5731	314.456	-5.59384	-0.289687	-1.15365
-9.59164	-56.6277	315.167	-5.61052	-0.319683	-1.15225
-9.15103	-56.7319	314.775	-5.60088	-0.263835	-1.16985
-8.63447	-57.1235	315.126	-5.57844	-0.231817	-1.1515
-9.68516	-58.5986	314.059	-5.55708	-0.248864	-1.14928
-9.28865	-58.7284	315.353	-5.53655	-0.261634	-1.11353
-9.45229	-59.4737	314.775	-5.53333	-0.23199	-1.13159
-9.84303	-59.2161	315.899	-5.55267	-0.236147	-1.17104
-10.18	-59.1288	315.328	-5.59115	-0.253091	-1.22507
-9.63983	-60.0897	317.395	-5.57551	-0.237213	-1.24359
-10.0971	-59.6824	316.397	-5.56758	-0.248834	-1.22185
-10.389	-60.0894	316.558	-5.54564	-0.239059	-1.24455
-10.1045	-59.783	315.631	-5.54928	-0.240718	-1.16876
-10.1703	-59.6764	315.459	-5.55372	-0.231806	-1.1868
-9.90208	-59.8413	315.199	-5.56138	-0.238222	-1.17484
-10.3806	-59.9801	313.615	-5.58685	-0.214453	-1.19517
-10.4235	-60.0787	315.193	-5.59775	-0.239121	-1.22906
-11.3812	-60.1105	313.295	-5.57615	-0.259278	-1.23859
-11.5207	-60.6205	314.876	-5.54645	-0.241105	-1.2437
-10.4112	-60.8072	313.675	-5.55317	-0.234679	-1.20701
-11.3181	-61.3782	313.737	-5.55103	-0.20654	-1.26898
-11.4539	-61.7012	312.458	-5.53738	-0.270238	-1.2695
-11.0885	-62.2416	313.445	-5.56265	-0.331979	-1.26724
-11.7907	-62.2463	313.872	-5.55057	-0.298623	-1.25949
-12.4995	-62.0436	315.492	-5.52475	-0.306961	-1.26804
-11.3587	-59.5667	312.958	-5.5667	-0.338944	-1.20936
-11.407	-60.4279	315.085	-5.56359	-0.312328	-1.26741
-10.6309	-62.2682	315.789	-5.53398	-0.350966	-1.26658
-9.62164	-61.1165	315.221	-5.53544	-0.346189	-1.26101
-9.48612	-60.3681	316.197	-5.56106	-0.343694	-1.24855
-10.8928	-60.3223	316.515	-5.59005	-0.383858	-1.28327
-11.566	-60.2135	315.839	-5.57247	-0.451238	-1.23728
-11.7528	-60.7358	316.618	-5.56259	-0.484652	-1.26672
-12.3233	-62.4057	315.784	-5.54478	-0.496513	-1.29568
-12.7492	-62.5242	315.602	-5.54927	-0.54124	-1.30257
-13.0473	-62.647	314.234	-5.55086	-0.53324	-1.28443
-12.8403	-62.9854	315.423	-5.54371	-0.53227	-1.2831
-12.638	-62.9098	314.477	-5.58424	-0.530202	-1.28545
-12.2524	-62.0957	315.83	-5.57561	-0.485632	-1.30057
-12.2649	-62.6486	313.522	-5.54969	-0.44255	-1.278
-11.1826	-62.0313	314.034	-5.54537	-0.432654	-1.24932
-10.9231	-61.8241	314.619	-5.56083	-0.393883	-1.29711
-10.8101	-60.2707	314.638	-5.56509	-0.430899	-1.29075
-10.7856	-60.1439	314.01	-5.59794	-0.375097	-1.25806
-10.3172	-60.3345	314.215	-5.5875	-0.354552	-1.24211
-10.3153	-59.7761	314.075	-5.60992	-0.346088	-1.24441
-9.7333	-59.2664	315.166	-5.59428	-0.334858	-1.2391
-10.3583	-59.7679	315.317	-5.57982	-0.324238	-1.25275
-9.82895	-59.5635	315.378	-5.5686	-0.304031	-1.21862
-10.0753	-58.6591	314.412	-5.55552	-0.301593	-1.16535
-9.86585	-58.108	314.918	-5.53751	-0.324497	-1.1746
-9.06149	-58.8831	316.231	-5.50176	-0.333425	-1.18195
-9.36286	-59.1342	315.357	-5.47913	-0.382777	-1.15601
-9.69035	-58.9971	315.788	-5.46306	-0.387575	-1.14465
-10.6637	-60.5642	315.897	-5.49206	-0.406695	-1.18106
-10.8413	-61.5689	314.669	-5.51669	-0.402976	-1.2125
-10.9133	-62.1076	316.155	-5.5079	-0.412923	-1.23185
-11.2003	-62.0044	316.569	-5.50982	-0.421661	-1.23767
-10.9928	-60.6806	317.015	-5.52282	-0.445147	-1.22055
-11.5439	-60.2324	316.448	-5.51392	-0.483269	-1.19602
-11.2241	-60.5147	317.764	-5.5142	-0.49683	-1.21168
-10.3001	-59.736	317.908	-5.52067	-0.487015	-1.17866
-9.76625	-60.5809	316.52	-5.49345	-0.464072	-1.22849
-10.7249	-60.4574	315.45	-5.49396	-0.461624	-1.25249
-10.2767	-60.9603	315.53	-5.49118	-0.450076	-1.26332
-10.981	-61.367	315.452	-5.56111	-0.368337	-1.2626
-10.6262	-61.8971	314.917	-5.57394	-0.36607	-1.26529
-11.2121	-62.4964	315.481	-5.58424	-0.365784	-1.28554
-10.621	-61.9761	315.564	-5.58954	-0.336355	-1.28582
-10.3244	-61.6988	315.436	-5.58368	-0.340632	-1.28258
-10.8674	-61.3657	315.018	-5.57741	-0.312798	-1.26877
-11.1586	-61.1886	315.544	-5.59931	-0.319825	-1.26408
-11.1321	-61.0445	315.713	-5.61395	-0.330321	-1.25391
-11.6543	-61.6901	313.186	-5.59464	-0.311656	-1.30356
-10.3664	-60.7313	312.515	-5.6227	-0.325096	-1.26863
-9.58804	-59.7226	313.399	-5.58989	-0.321491	-1.22403
-9.70484	-60.5208	313.214	-5.57327	-0.318386	-1.25529
-9.99887	-60.63	312.216	-5.5713	-0.323118	-1.24864
-10.9916	-61.4947	312.492	-5.56634	-0.325103	-1.2457
-10.3691	-59.8494	312.89	-5.57183	-0.400272	-1.2085
-10.0001	-59.6882	313.747	-5.54529	-0.414448	-1.17273
-10.4703	-60.6151	314.284	-5.52654	-0.397567	-1.22941
-9.99562	-60.4771	314.56	-5.53856	-0.403809	-1.23645
-10.731	-60.7378	314.617	-5.53847	-0.445757	-1.24507
-9.96632	-60.5356	314.842	-5.55388	-0.448917	-1.25223
-11.2827	-60.6219	314.251	-5.56475	-0.491058	-1.22267
-11.2729	-60.6616	314.63	-5.51539	-0.539599	-1.22331
-11.579	-61.2765	314.779	-5.53548	-0.53563	-1.29486
-11.5853	-61.1191	315.483	-5.52291	-0.530793	-1.29498
-11.0726	-59.7137	315.895	-5.54614	-0.494443	-1.28015
-10.3224	-58.9177	315.542	-5.58758	-0.476173	-1.26215
-10.0577	-58.9506	315.51	-5.60272	-0.461936	-1.21204
-9.60846	-58.5248	315.736	-5.61405	-0.415476	-1.20129
-8.96709	-58.357	315.245	-5.63275	-0.414409	-1.19921
-9.64466	-59.0571	315.824	-5.62622	-0.392126	-1.21892
-10.2088	-59.5053	316.083	-5.65674	-0.347556	-1.2521
-9.62148	-60.6617	314.894	-5.58683	-0.192932	-1.22966
-9.64812	-61.5348	316.012	-5.60761	-0.0758107	-1.28173
-9.64841	-61.8225	315.469	-5.63703	-0.0185632	-1.28555
-10.1609	-62.4497	315.3	-5.63844	0.0213966	-1.26745
-10.2944	-62.8358	316.357	-5.58233	0.0758388	-1.27038
-10.0705	-61.635	316.064	-5.60965	0.088378	-1.23171
-9.67863	-61.3257	315.755	-5.66335	0.0532837	-1.2013
-10.1462	-62.0964	316.68	-5.62924	0.0515555	-1.21077
-9.89218	-61.5032	316.795	-5.61726	-0.00862985	-1.19251
-9.52991	-61.2722	317.423	-5.61293	-0.0575479	-1.18889
-10.2097	-61.7553	318.766	-5.59111	-0.0701209	-1.21475
-10.3132	-60.9616	317.291	-5.6012	-0.15236	-1.20261
-10.0583	-59.6616	316.956	-5.57659	-0.195319	-1.22682
-9.82303	-58.9475	316.419	-5.55211	-0.168173	-1.18073
-9.24667	-59.403	317.037	-5.56083	-0.153113	-1.21095
-9.50019	-59.4562	316.604	-5.58726	-0.151394	-1.18553
-9.0724	-57.7989	317.642	-5.5838	-0.198244	-1.19815
-9.54867	-58.2469	316.09	-5.61673	-0.214246	-1.19825
-9.29239	-59.7944	315.982	-5.62051	-0.205826	-1.2034
-9.30591	-58.9899	316.057	-5.61313	-0.212489	-1.20127
-9.29145	-58.2775	317.25	-5.64511	-0.236542	-1.22443
-10.1931	-59.3507	318.087	-5.63967	-0.22955	-1.25229
-9.0704	-58.0387	316.888	-5.62471	-0.20686	-1.21449
-8.58319	-58.7245	317.991	-5.59371	-0.224065	-1.25094
-8.61008	-60.3641	317.567	-5.56029	-0.207106	-1.24301
-7.92216	-60.9866	319.086	-5.55246	-0.277856	-1.33855
-8.96284	-60.3251	317.013	-5.56809	-0.319261	-1.27758
-9.66943	-60.6479	315.882	-5.53358	-0.377578	-1.29653
-10.1636	-61.7904	313.75	-5.53001	-0.43589	-1.31211
-11.1598	-62.8361	315.268	-5.53519	-0.438888	-1.37904
-12.1904	-62.8615	316.972	-5.52929	-0.525202	-1.38548
-12.218	-62.7996	315.836	-5.50152	-0.54292	-1.37221
-11.939	-62.2191	315.899	-5.51957	-0.494868	-1.32394
-11.9974	-61.9774	316.497	-5.53011	-0.464152	-1.31424
-11.3876	-61.5814	316.737	-5.52758	-0.421194	-1.33428
-12.3256	-62.7923	315.854	-5.55542	-0.408197	-1.40253
-12.3637	-63.8272	316.272	-5.53245	-0.458878	-1.42784
-12.3418	-63.8518	317.927	-5.50743	-0.499698	-1.46934
-12.4107	-63.3064	316.023	-5.49134	-0.544701	-1.40376
-11.2508	-61.8551	315.31	-5.49063	-0.563005	-1.35858
-11.5141	-62.2465	315.436	-5.50082	-0.607395	-1.40236
-11.2717	-62.7401	315.083	-5.47619	-0.604869	-1.47097
