2.43701	73.2374	
2.4779	73.2735	
2.4534	73.1243	
2.2248	73.0349	
2.17875	73.1912	
2.20417	73.1925	
2.37171	73.3526	
2.60885	73.528	
2.48215	73.3318	
2.76315	73.2927	
2.80211	73.3356	
2.71095	73.1543	
2.7427	73.2478	
2.93501	73.3368	
2.97496	73.5625	
3.04081	73.6054	
2.81202	73.4504	
2.68865	73.3124	
2.76482	73.3027	
2.8295	73.3005	
3.2172	73.7315	
3.32789	74.0965	
3.20698	74.1646	
3.19486	74.1028	
3.31873	74.2109	
3.37876	74.1399	
3.32931	74.0735	
3.36747	74.4661	
3.25913	74.3711	
3.37968	74.2655	
3.32479	74.4301	
3.28235	74.3674	
3.41821	74.2304	
3.48198	73.8868	
3.61002	73.7549	
3.6793	73.7809	
3.56924	73.6447	
3.47714	73.5425	
3.02583	73.3558	
2.85946	73.2603	
3.02157	73.102	
2.7913	73.1608	
2.6771	73.3568	
2.89993	73.4021	
2.78363	73.4384	
2.67533	73.0436	
2.57599	72.9333	
2.60363	73.0055	
2.84033	72.9788	
2.58245	73.0205	
2.37962	73.1741	
2.64272	73.5007	
2.59693	73.6172	
2.53871	73.7577	
2.61706	73.6698	
2.73964	73.5197	
2.56966	73.7928	
2.70121	73.7211	
2.72429	73.8707	
2.68348	73.7829	
2.6692	73.7452	
2.64069	73.7471	
2.66979	73.6609	
2.74286	73.6768	
3.00722	73.7135	
2.96098	73.9366	
2.7396	73.9277	
2.82282	74.0449	
3.0643	74.1262	
3.1817	74.1675	
3.20533	74.2149	
3.35009	74.2879	
3.2607	73.6327	
3.16341	73.8496	
3.13125	74.3067	
2.92964	74.0726	
2.88699	73.8678	
3.27764	73.7737	
3.62589	73.7954	
3.75789	73.9408	
3.91378	74.2985	
4.13872	74.3035	
4.18818	74.2971	
4.12996	74.4057	
4.0972	74.2455	
3.86527	74.1428	
3.75872	74.2882	
3.51429	74.1933	
3.33504	74.1155	
3.43093	73.8061	
3.2554	73.6648	
3.09846	73.7386	
3.07251	73.5577	
2.91546	73.5326	
2.99932	73.677	
2.83394	73.6749	
2.8819	73.5245	
2.91011	73.4871	
2.77364	73.7743	
2.99516	73.8765	
3.06849	73.9097	
3.31283	74.1177	
3.34781	74.208	
3.3772	74.3653	
3.45478	74.347	
3.48473	74.0634	
3.71593	73.9959	
3.68284	74.0732	
3.47589	73.9086	
3.31746	74.128	
3.50329	74.083	
3.38057	74.189	
3.25625	74.0432	
3.18699	74.0933	
3.29182	74.1852	
3.0853	74.071	
3.04369	74.0344	
3.0628	73.983	
3.13534	73.8899	
3.16187	73.8195	
3.22783	73.9549	
3.03049	73.6681	
2.86142	73.5975	
2.87558	73.7997	
2.95643	73.8072	
3.15079	73.9945	
3.26764	73.6691	
3.23334	73.7402	
3.26387	73.9875	
3.1903	73.9283	
3.4633	73.9793	
3.32514	73.8961	
3.71682	73.8666	
3.86476	74.0384	
3.90867	74.0946	
3.8858	74.1177	
3.66829	73.7849	
3.47185	73.4953	
3.37673	73.4529	
3.1418	73.3408	
3.02124	73.2391	
3.07387	73.4052	
3.03744	73.3991	
2.44596	73.8165	
2.07174	73.9384	
1.89389	73.8895	
1.86569	74.0011	
1.71269	74.2717	
1.6321	73.952	
1.67037	73.7173	
1.75954	73.9894	
1.90078	73.917	
1.98265	73.899	
2.14169	74.0841	
2.43041	73.8747	
2.52027	73.6998	
2.39414	73.631	
2.23289	73.7021	
2.27856	73.6201	
2.3378	73.3388	
2.49031	73.287	
2.41585	73.5666	
2.43892	73.4388	
2.50284	73.2278	
2.64435	73.4652	
2.37018	73.2393	
2.32413	73.4896	
2.27891	73.896	
2.36043	74.0666	
2.70345	73.8533	
3.03195	74.0019	
3.33291	74.191	
3.51596	74.4015	
3.96446	74.455	
4.04006	74.5113	
3.83415	74.345	
3.74094	74.2765	
3.48695	74.2138	
3.63373	74.3395	
3.7964	74.616	
3.90091	74.7273	
4.07989	74.6429	
3.92644	74.3569	
4.11568	74.4013	
4.06612	74.5672	
4.25246	74.4873	
4.85527	74.6714	
5.22915	74.8749	
5.27382	74.8213	
5.62613	74.8949	
5.90944	74.7889	
5.94074	75.1053	
5.93602	74.8386	
5.81615	74.876	
6.00376	74.7824	
6.03347	74.7973	
5.9391	74.5342	
5.88449	74.4004	
5.69889	74.5364	
5.75985	74.491	
6.01	74.7848	
6.33978	74.8859	
6.89082	75.0918	
7.30152	75.0444	
7.74013	75.2843	
7.85966	75.445	
